timestamp,user_id,role,event_type,amount,country,lat,lon,channel,is_privileged,mfa_success,device_id,ip
2025-10-20T00:48:24.995967+00:00,user_00861,user,view,0.0,CA,42.4309,-78.8906,web,0,1,dev_4586,10.220.215.128
2025-10-20T00:48:24.995967+00:00,user_00291,user,view,0.0,CA,43.9198,-78.8426,mobile,0,1,dev_111,10.206.76.110
2025-10-20T00:48:24.995967+00:00,user_00411,user,login,0.0,US,37.0033,-121.6761,mobile,0,1,dev_1621,10.64.136.139
2025-10-20T00:48:24.995967+00:00,user_00305,user,login,0.0,SG,2.6445,104.0799,mobile,0,1,dev_3788,10.206.219.85
2025-10-20T00:48:24.995967+00:00,user_00319,user,login,0.0,CA,49.3396,-122.8315,web,0,1,dev_2005,10.99.103.170
2025-10-20T00:48:24.995967+00:00,user_00330,user,login,0.0,CA,43.3111,-79.6736,mobile,0,1,dev_2453,10.20.168.213
2025-10-20T00:48:24.995967+00:00,user_00402,user,login,0.0,GB,50.9558,-0.1747,mobile,0,1,dev_3107,10.227.61.217
2025-10-20T00:48:24.995967+00:00,user_00391,user,view,0.0,US,37.6168,-122.7039,mobile,0,1,dev_2377,10.32.31.28
2025-10-20T00:48:24.995967+00:00,user_00480,user,login,0.0,GB,50.9854,-0.8587,mobile,0,1,dev_2610,10.161.218.7
2025-10-20T00:49:24.995967+00:00,user_00906,admin,view,0.0,CA,43.2248,-79.476,mobile,1,1,dev_3543,10.192.230.217
2025-10-20T00:49:24.995967+00:00,user_00300,user,login,0.0,CA,49.7834,-123.6031,mobile,0,1,dev_4693,10.244.73.178
2025-10-20T00:49:24.995967+00:00,user_00853,user,view,0.0,IN,19.4192,73.8712,web,0,1,dev_4405,10.241.139.215
2025-10-20T00:49:24.995967+00:00,user_00545,user,login,0.0,CA,49.0606,-122.37,web,0,1,dev_705,10.254.3.106
2025-10-20T00:49:24.995967+00:00,user_00874,user,login,0.0,US,40.2404,-74.6984,web,0,1,dev_1148,10.40.115.218
2025-10-20T00:50:24.995967+00:00,user_00566,user,view,0.0,SG,1.1906,104.3755,web,0,1,dev_1556,10.93.207.125
2025-10-20T00:50:24.995967+00:00,user_00960,user,view,100000.0,RU,51.9587,-0.083,web,0,0,dev_4484,10.82.34.166
2025-10-20T00:50:24.995967+00:00,user_00601,user,view,0.0,IN,18.873,73.0065,web,0,1,dev_3358,10.170.125.22
2025-10-20T00:50:24.995967+00:00,user_00386,user,login,0.0,SG,1.6967,104.074,branch,0,1,dev_922,10.9.113.142
2025-10-20T00:51:24.995967+00:00,user_00453,user,view,0.0,CA,43.552,-79.0284,web,0,0,dev_4885,10.70.244.118
2025-10-20T00:51:24.995967+00:00,user_00029,user,login,0.0,IN,18.463,72.0129,web,0,1,dev_1924,10.26.231.78
2025-10-20T00:51:24.995967+00:00,user_00743,user,mfa_challenge,0.0,GB,51.2674,-1.0042,mobile,0,1,dev_1797,10.67.158.3
2025-10-20T00:51:24.995967+00:00,user_00871,user,mfa_challenge,0.0,CA,49.0254,-123.1227,mobile,0,1,dev_2240,10.16.226.18
2025-10-20T00:51:24.995967+00:00,user_00717,user,view,0.0,US,37.4439,-122.0183,web,0,1,dev_4294,10.221.163.224
2025-10-20T00:51:24.995967+00:00,user_00413,user,view,0.0,US,40.8565,-73.3351,web,0,1,dev_4908,10.39.197.5
2025-10-20T00:51:24.995967+00:00,user_00238,user,password_reset,0.0,IN,18.5331,72.7094,branch,0,0,dev_1194,10.206.221.23
2025-10-20T00:51:24.995967+00:00,user_00212,user,login,0.0,CA,42.782,-79.4378,mobile,0,1,dev_34,10.175.141.4
2025-10-20T00:51:24.995967+00:00,user_00102,user,login,0.0,IN,19.3028,72.6781,mobile,0,1,dev_4516,10.82.53.9
2025-10-20T00:52:24.995967+00:00,user_00782,user,view,0.0,CA,45.3834,-76.2646,web,0,1,dev_1376,10.234.70.173
2025-10-20T00:52:24.995967+00:00,user_00797,user,mfa_challenge,0.0,CA,49.4555,-124.1705,mobile,0,1,dev_3143,10.124.189.154
2025-10-20T00:52:24.995967+00:00,user_00731,user,view,0.0,US,40.4046,-74.2009,mobile,0,1,dev_2599,10.248.200.147
2025-10-20T00:52:24.995967+00:00,user_00747,user,login,0.0,US,41.1725,-73.845,web,0,1,dev_2322,10.105.51.164
2025-10-20T00:52:24.995967+00:00,user_00966,user,view,0.0,US,37.9759,-122.3649,web,0,1,dev_4290,10.150.37.154
2025-10-20T00:52:24.995967+00:00,user_00103,user,login,0.0,SG,1.4085,103.8147,web,0,1,dev_2126,10.63.245.183
2025-10-20T00:52:24.995967+00:00,user_00870,user,view,0.0,SG,1.5703,104.1479,mobile,0,1,dev_3017,10.68.92.127
2025-10-20T00:52:24.995967+00:00,user_00984,user,login,0.0,CA,50.5279,-123.6869,web,0,1,dev_107,10.135.108.155
2025-10-20T00:52:24.995967+00:00,user_00915,user,login,0.0,US,40.9811,-73.8586,web,0,1,dev_3060,10.57.148.87
2025-10-20T00:52:24.995967+00:00,user_00903,user,view,0.0,US,40.433,-74.0161,web,0,1,dev_2212,10.111.21.70
2025-10-20T00:53:24.995967+00:00,user_00051,user,login,0.0,US,41.336,-73.4014,mobile,0,1,dev_3826,10.3.248.231
2025-10-20T00:53:24.995967+00:00,user_00657,user,view,0.0,US,37.7863,-122.0588,web,0,1,dev_1818,10.222.134.191
2025-10-20T00:53:24.995967+00:00,user_00971,user,login,0.0,GB,51.7179,-0.3194,web,0,1,dev_3005,10.241.151.251
